hit_id,x,y,z,volume_id,layer_id,module_id
22180,28.2413,-13.8166,68.3918,8,2,119
22246,25.052,-20.4349,70.7596,8,2,119
22269,28.8923,-12.4656,19.9004,8,2,119
22287,29.3481,-11.5197,11.7999,8,2,119
22320,31.4268,-1.10912,8.76426,8,2,120
22323,31.0384,-7.99425,39.2829,8,2,120
22327,31.1377,-6.2332,61.3004,8,2,120
22470,32.2251,3.09048,55.4417,8,2,121
22480,29.326999999999998,11.3794,38.1741,8,2,121
22512,30.6563,7.5774300000000006,2.1781200000000003,8,2,121
22517,32.1214,3.38697,40.6039,8,2,121
22619,29.0367,14.6865,15.9005,8,2,122
22622,27.4172,16.4996,51.8181,8,2,122
22632,21.881,22.6978,8.30904,8,2,122
22761,16.6096,26.8954,23.0583,8,2,123
22785,15.5707,27.396,18.7584,8,2,123
22792,21.0036,24.778000000000002,3.6406199999999997,8,2,123
22831,19.0649,25.7122,19.3193,8,2,123
22846,-0.937631,31.5422,22.7291,8,2,124
22851,-1.73636,31.5873,68.3775,8,2,124
22869,3.78252,31.276,31.9679,8,2,124
22935,4.88917,31.2135,27.8851,8,2,124
22953,9.538269999999999,30.9513,41.4492,8,2,124
22972,-1.9360400000000002,31.5985,7.8457,8,2,124
22983,-0.737949,31.531,52.903,8,2,124
23064,-13.7393,28.5019,28.525,8,2,125
23065,-13.8337,28.4689,60.5176,8,2,125
23250,-19.5064,24.7315,8.01556,8,2,126
23258,-16.049,27.8197,54.1111,8,2,126
23330,-29.1371,11.9576,8.80857,8,2,127
23368,-28.0675,14.1773,38.4815,8,2,127
23492,-31.3221,2.96423,18.0696,8,2,128
23536,-30.9263,9.9814,41.7502,8,2,128
23606,-25.1479,-19.7834,83.2083,8,2,130
23652,-13.6755,-28.8589,84.163,8,2,131
23653,-21.1706,-25.2471,121.93700000000001,8,2,131
23693,-12.1942,-29.5727,121.259,8,2,131
23796,2.94215,-32.8014,101.559,8,2,133
23872,24.0649,-21.3237,123.383,8,2,134
23894,29.0258,-13.329,109.79700000000001,8,2,135
23978,31.6322,-6.257630000000001,96.5089,8,2,136
24100,26.5022,18.2672,85.0451,8,2,138
24110,23.0473,22.1352,91.1854,8,2,138
24128,24.2626,20.7746,82.9247,8,2,138
24184,15.3401,28.0567,75.0017,8,2,139
24214,6.17016,31.6372,133.917,8,2,140
24313,-19.4159,25.4762,86.7294,8,2,142
24341,-18.6898,26.1247,120.95700000000001,8,2,142
24346,-20.4312,24.5693,118.238,8,2,142
24349,-21.9021,23.2555,86.9092,8,2,142
24379,-14.7754,29.6211,93.8014,8,2,142
24403,-26.4751,18.6222,80.7722,8,2,143
24433,-29.9375,11.4372,78.7671,8,2,143
24497,-31.4447,9.581669999999999,88.4317,8,2,144
24507,-31.5058,8.4993,80.085,8,2,144
24642,-15.634,-27.3655,166.81,8,2,147
24691,10.8602,-29.5085,173.868,8,2,149
24750,29.6954,-10.799000000000001,150.283,8,2,151
24789,31.3674,-2.1619,194.399,8,2,152
24800,31.4022,-1.54516,166.96,8,2,152
24849,29.9182,9.68839,198.55200000000002,8,2,153
24878,25.3198,18.8478,200.75599999999997,8,2,154
24914,15.6826,27.3421,209.641,8,2,155
24947,4.42645,31.2396,144.284,8,2,156
25027,-17.3222,26.6824,204.22400000000002,8,2,158
25191,0.740244,-32.027,217.21,8,2,164
25274,25.8929,-19.8305,215.697,8,2,167
25420,-2.96884,32.7921,261.796,8,2,173
25449,-17.4872,27.1989,214.676,8,2,174
25561,4.93203,-31.5812,297.779,8,2,181
25570,9.258560000000001,-30.0685,282.341,8,2,181
25616,30.1339,9.07155,304.385,8,2,185
25622,21.774,22.8176,299.818,8,2,186
25958,-42.673,59.2882,-463.10699999999997,8,4,28
25982,-71.7391,3.1865799999999997,-450.11699999999996,8,4,32
26010,-58.9826,-39.7029,-372.161,8,4,35
26072,26.2459,-66.1459,-366.001,8,4,42
26103,42.595,-58.6416,-401.31300000000005,8,4,44
26136,65.5091,27.6181,-364.75800000000004,8,4,50
26141,65.2211,28.2387,-351.327,8,4,50
26167,28.3561,65.2787,-358.704,8,4,54
26310,-65.6228,-31.4518,-281.709,8,4,67
26376,9.6597,-71.2762,-303.248,8,4,73
26454,71.8949,-6.91015,-326.95799999999997,8,4,80
26482,51.4039,49.9238,-339.20099999999996,8,4,84
26516,0.366698,71.6211,-330.42900000000003,8,4,88
26593,-72.0432,10.4539,-296.677,8,4,96
26655,-43.398999999999994,-56.7544,-243.87900000000002,8,4,101
26758,48.1155,-52.6388,-246.46900000000002,8,4,108
26891,39.9607,58.8493,-266.09,8,4,117
26912,23.7924,68.1987,-216.67700000000002,8,4,119
26922,5.88673,71.3565,-255.49099999999999,8,4,120
26952,-24.2839,67.0565,-266.642,8,4,122
27022,-68.9863,18.7364,-212.25900000000001,8,4,127
27036,-71.803,-7.48982,-185.326,8,4,129
27054,-73.109,-2.11052,-186.68400000000003,8,4,129
27094,-62.0206,-36.3832,-163.41299999999998,8,4,131
27278,53.7272,-49.318999999999996,-159.82299999999998,8,4,141
27359,67.4792,24.5493,-179.507,8,4,146
27418,47.5356,54.8138,-183.361,8,4,149
27453,29.666,65.3265,-180.687,8,4,150
27479,17.5111,69.6782,-163.784,8,4,151
27664,-69.9606,-18.0266,-114.94200000000001,8,4,162
27676,-70.9104,-15.9802,-109.40299999999999,8,4,162
27694,-59.0645,-39.5908,-100.70700000000001,8,4,163
27758,-42.513999999999996,-57.2936,-91.6282,8,4,165
27797,-24.541,-68.0821,-106.59899999999999,8,4,167
27830,-3.79956,-71.2692,-124.72399999999999,8,4,168
27831,-4.49925,-71.2985,-77.5859,8,4,168
27857,26.8667,-65.8578,-125.98700000000001,8,4,170
27932,50.2353,-50.3338,-82.7474,8,4,172
27947,52.7622,-49.9512,-98.8732,8,4,173
27956,52.7412,-49.9856,-127.993,8,4,173
27983,65.3412,-28.1855,-73.3346,8,4,174
28013,67.6494,-27.3191,-74.5365,8,4,175
28044,71.3195,-5.00185,-121.196,8,4,176
28046,71.0658,8.42785,-78.9401,8,4,177
28052,69.6323,14.3323,-96.1568,8,4,177
28101,59.6838,38.743,-82.589,8,4,179
28117,50.4,50.1744,-77.9952,8,4,180
28119,59.51,41.7963,-98.6766,8,4,180
28131,52.7841,47.9819,-85.1402,8,4,180
28145,51.2211,49.4193,-77.5052,8,4,180
28169,45.9985,55.1706,-103.37200000000001,8,4,181
28245,-13.4482,69.8469,-81.169,8,4,185
28248,-5.52971,71.7694,-99.5368,8,4,185
28250,-15.1403,69.4361,-94.1008,8,4,185
28255,-14.3864,69.6192,-108.639,8,4,185
28273,-18.8456,69.5805,-97.25299999999999,8,4,186
28309,-45.5479,55.4307,-73.8908,8,4,188
28347,-62.7517,35.2602,-110.39299999999999,8,4,190
28357,-62.1088,37.0167,-113.415,8,4,190
28367,-62.4111,36.1908,-121.057,8,4,190
28404,-71.6374,12.5969,-134.19,8,4,192
28514,-62.5136,-35.7084,-5.522930000000001,8,4,195
28531,-51.8523,-49.5115,-13.2155,8,4,196
28567,-39.7546,-59.5547,-57.1339,8,4,197
28606,-37.5712,-62.4331,-18.5721,8,4,198
28612,-33.0132,-64.1014,-53.2485,8,4,198
28617,-37.5481,-62.4415,-36.4478,8,4,198
28619,-22.1831,-68.9505,-26.7539,8,4,199
28638,-17.8505,-69.6253,-19.6416,8,4,199
28661,-10.984000000000002,-72.0654,-11.7225,8,4,200
28664,-7.7733300000000005,-71.931,-1.72813,8,4,200
28793,49.589,-51.7679,-31.0287,8,4,204
28807,50.501000000000005,-50.7763,-4.14688,8,4,204
28827,55.1359,-47.007,-68.3388,8,4,205
28885,65.1978,-30.0178,-13.7195,8,4,206
28899,69.2604,-20.192999999999998,-16.0275,8,4,207
28969,72.1147,-12.1621,-17.0844,8,4,208
28975,71.7263,-2.88183,-16.031,8,4,208
28978,70.6239,12.3466,0.21156399999999997,8,4,209
29020,71.5101,15.8641,-41.5924,8,4,210
29072,67.0303,29.5249,-57.1955,8,4,211
29156,47.6541,54.7416,-42.4115,8,4,213
29164,44.5869,56.6104,-12.7151,8,4,213
29170,38.275999999999996,62.1751,-60.2043,8,4,214
29237,19.6025,69.3524,-2.79688,8,4,215
29256,1.5018799999999999,71.6686,-11.0102,8,4,216
29258,9.63198,72.0088,-60.0572,8,4,216
29338,-20.3594,69.4238,-22.511,8,4,218
29375,-34.3812,63.4831,-36.713,8,4,219
29406,-44.4744,57.3294,-26.378,8,4,220
29421,-48.8209,52.6032,-22.4844,8,4,220
29426,-50.8056,50.4451,-44.2026,8,4,220
29447,-53.196999999999996,50.1891,-52.9455,8,4,221
29475,-65.9678,27.914,-28.7413,8,4,222
29525,-69.7519,17.038,-21.5196,8,4,223
29623,-72.67,-1.8201,9.60312,8,4,225
29653,-70.0915,-17.7444,1.51285,8,4,226
29660,-69.601,-18.8014,67.0902,8,4,226
29697,-66.6269,-29.2378,5.328119999999999,8,4,227
29731,-55.7811,-45.2257,28.5333,8,4,228
29756,-42.0308,-57.588,57.6635,8,4,229
29769,-29.1898,-64.9736,67.9242,8,4,230
29789,-31.974,-63.9545,5.8396099999999995,8,4,230
29851,-5.54386,-71.3422,21.2197,8,4,232
29887,6.58161,-71.514,68.3659,8,4,233
29901,24.2415,-67.0762,28.2101,8,4,234
29982,50.3038,-50.2593,27.0466,8,4,236
30045,64.9657,-29.2113,46.4709,8,4,238
30075,67.9083,-25.6568,42.133,8,4,239
30108,71.1648,-1.30524,24.8695,8,4,240
30184,64.4771,32.1809,35.2843,8,4,243
30262,49.2475,53.191,1.8194099999999997,8,4,245
30269,45.0432,55.7526,4.09063,8,4,245
30270,43.5759,56.6467,48.1741,8,4,245
30304,34.2231,63.1313,37.344,8,4,246
30319,29.2278,64.9597,54.4329,8,4,246
30346,12.9254,69.8914,59.3949,8,4,247
30376,7.3045100000000005,71.4159,55.7122,8,4,248
30400,-6.173780000000001,71.613,3.81815,8,4,249
30402,-12.577,70.0584,11.8514,8,4,249
30435,-3.9487400000000004,72.1532,50.4079,8,4,249
30481,-30.4603,65.734,65.8496,8,4,251
30520,-43.6487,57.4958,6.453119999999999,8,4,252
30576,-64.9855,29.1573,25.5185,8,4,254
30679,-71.3208,5.03297,35.7853,8,4,256
30692,-71.9358,-6.94305,119.12100000000001,8,4,257
30710,-69.5522,-20.0826,90.376,8,4,258
30784,-45.6496,-55.9629,91.6333,8,4,261
30794,-50.4226,-53.0547,85.7397,8,4,261
30851,-5.42165,-71.8326,86.8465,8,4,264
30864,-1.1174899999999999,-71.6525,113.538,8,4,264
30874,5.695119999999999,-72.2387,73.8569,8,4,265
30942,38.0743,-60.7854,74.6919,8,4,267
31021,69.0645,-21.4509,79.5674,8,4,271
31056,72.1895,5.89775,89.3628,8,4,273
31066,72.9821,2.63327,135.694,8,4,273
31099,67.0929,25.3816,94.08,8,4,274
31120,59.3348,40.0602,117.336,8,4,275
31229,20.7126,69.1795,78.4886,8,4,279
31238,-0.685609,71.577,125.291,8,4,280
31329,-34.9773,63.0476,123.434,8,4,283
31418,-68.8454,22.8573,99.58,8,4,287
31517,-54.0884,-46.7823,177.709,8,4,292
31519,-56.6086,-44.4646,150.066,8,4,292
31520,-53.3325,-47.4775,185.476,8,4,292
31539,-32.253,-63.8524,141.608,8,4,294
31540,-31.9639,-63.9582,177.416,8,4,294
31555,-24.241999999999997,-68.1287,153.506,8,4,295
31583,0.765637,-71.0781,143.99200000000002,8,4,296
31592,9.212489999999999,-70.8753,146.816,8,4,297
31652,53.6683,-48.4641,146.063,8,4,301
31672,64.4048,-30.7439,157.334,8,4,302
31680,69.8137,-13.4241,139.849,8,4,303
31700,71.5769,-11.1524,204.53,8,4,304
31750,59.0923,39.5528,199.31,8,4,307
31770,55.9727,45.0495,190.53900000000002,8,4,308
31811,37.9769,61.7573,164.078,8,4,310
31846,-2.57514,72.4867,148.10299999999998,8,4,313
31881,-29.1631,66.6815,141.464,8,4,315
31890,-31.889,64.6903,210.27700000000002,8,4,315
31907,-45.2245,55.7824,197.88299999999998,8,4,316
31921,-53.6128,48.5551,209.865,8,4,317
31942,-58.0532,41.2673,176.176,8,4,317
31987,-68.6041,21.1896,190.678,8,4,319
31988,-68.8749,19.4514,171.21900000000002,8,4,319
31991,-67.8212,26.2159,176.06900000000002,8,4,319
32056,-45.3424,-56.1501,265.397,8,4,325
32074,-29.3578,-65.4393,263.681,8,4,326
32118,3.7284599999999997,-72.7162,231.638,8,4,329
32164,57.3215,-43.4198,267.816,8,4,333
32178,65.672,-28.721999999999998,248.63400000000001,8,4,334
32253,51.975,49.3986,218.467,8,4,340
32346,-40.242,59.202,265.03,8,4,347
32350,-46.437,55.1954,273.093,8,4,348
32443,-54.5218,-46.3838,300.185,8,4,356
32579,71.2856,-4.19078,322.587,8,4,368
32671,16.2215,69.378,310.35200000000003,8,4,375
32686,11.1784,71.578,333.764,8,4,376
32804,-34.6012,-63.5201,377.048,8,4,390
32838,25.956,-66.8263,400.166,8,4,394
32869,68.4252,-25.5553,359.605,8,4,399
32996,-62.3244,37.8682,397.14599999999996,8,4,414
33072,-13.1706,-69.8532,460.61300000000006,8,4,423
33136,71.2838,-4.14855,443.649,8,4,432
33142,68.3906,21.4093,439.225,8,4,434
33152,58.9298,39.7753,464.213,8,4,435
33176,36.3281,62.3608,474.08099999999996,8,4,438
33211,-39.4124,59.1949,471.583,8,4,443
33276,-101.795,-57.3056,-454.788,8,6,5
33317,11.5951,-115.10799999999999,-490.403,8,6,14
33407,67.2931,94.0564,-432.59,8,6,34
33451,-36.0529,110.291,-431.349,8,6,42
33496,-114.211,24.221,-482.52,8,6,51
33544,-64.0724,-97.2665,-398.772,8,6,61
33714,42.3452,109.21600000000001,-349.934,8,6,89
33800,-114.867,-12.7847,-289.954,8,6,105
33801,-117.111,-1.73531,-303.539,8,6,105
33999,109.712,37.277,-296.703,8,6,133
34056,44.419,106.965,-290.795,8,6,140
34147,-111.23,33.0932,-343.639,8,6,154
34213,-95.4288,-64.334,-265.9,8,6,161
34343,82.7361,-80.6676,-252.899,8,6,176
34352,80.9379,-83.0558,-263.039,8,6,176
34494,24.7462,113.694,-252.345,8,6,194
34495,25.7985,113.65,-269.078,8,6,194
34558,-78.1535,86.7536,-277.513,8,6,202
34620,-113.595,-23.2098,-170.813,8,6,210
34637,-112.62,-31.1341,-188.21900000000002,8,6,211
34651,-94.5098,-66.2456,-163.49200000000002,8,6,213
34685,-67.6035,-93.8768,-150.91,8,6,216
34721,-35.7871,-110.79,-176.90900000000002,8,6,219
34734,-4.62717,-115.84700000000001,-200.28099999999998,8,6,221
34778,46.5316,-106.75200000000001,-200.585,8,6,225
34811,84.3905,-79.2935,-150.898,8,6,228
34866,116.29899999999999,-10.2964,-196.731,8,6,234
34879,114.86399999999999,19.3969,-161.91299999999998,8,6,236
34912,95.5226,65.0027,-156.844,8,6,239
34920,96.2906,67.0929,-139.739,8,6,240
34929,88.8024,77.2307,-140.287,8,6,241
34943,67.0256,94.2111,-161.45600000000002,8,6,242
34994,-3.64106,116.72399999999999,-164.889,8,6,248
35014,-18.8653,115.041,-179.18200000000002,8,6,249
35025,-32.0655,112.179,-156.44299999999998,8,6,250
35028,-32.3904,112.025,-156.22299999999998,8,6,250
35078,-101.26799999999999,55.9652,-199.709,8,6,256
35081,-100.435,57.9159,-179.825,8,6,256
35087,-99.1449,60.9355,-179.4,8,6,256
35212,-67.275,-93.4949,-91.3069,8,6,268
35232,-48.6902,-105.208,-85.2788,8,6,270
35267,-10.6754,-115.833,-128.78,8,6,273
35347,79.8294,-84.5279,-129.122,8,6,280
35362,89.8989,-73.4894,-116.429,8,6,281
35390,105.697,-47.0094,-116.133,8,6,283
35458,114.684,18.3702,-127.38799999999999,8,6,288
35479,103.42200000000001,50.8823,-93.8826,8,6,290
35519,82.9849,80.9913,-118.90100000000001,8,6,293
35521,86.2288,78.5487,-129.639,8,6,293
35524,77.377,85.2138,-69.0624,8,6,293
35543,63.9437,97.3214,-92.9187,8,6,295
35583,22.2406,113.79700000000001,-90.4623,8,6,298
35606,-13.2566,114.266,-132.519,8,6,300
35674,-83.3771,79.8163,-82.64299999999999,8,6,306
35676,-81.0013,82.9715,-124.991,8,6,306
35741,-113.92,19.2747,-88.3975,8,6,311
35804,-102.756,-52.865,-13.3074,8,6,316
35893,-58.3853,-100.234,-30.7787,8,6,321
35896,-56.0963,-101.212,-56.3131,8,6,321
35919,-26.4327,-112.319,-16.1844,8,6,323
35929,-27.0912,-112.212,-33.1253,8,6,323
35935,-38.1022,-110.411,-39.7204,8,6,323
35957,-6.53518,-115.999,-1.61563,8,6,325
36056,81.2725,-83.4346,-50.3312,8,6,332
36065,88.9396,-76.1358,0.746876,8,6,333
36106,105.929,-47.9839,-22.2113,8,6,335
36120,111.609,-30.7771,-25.7522,8,6,336
36152,114.26899999999999,-22.8046,-19.9531,8,6,337
36163,115.76100000000001,-3.54417,-22.7094,8,6,338
36180,115.13600000000001,11.458,-1.89688,8,6,339
36194,112.041,27.88,-61.7206,8,6,340
36233,94.8285,65.8545,-29.2335,8,6,343
36288,76.6511,86.3802,-4.97558,8,6,345
36298,69.893,92.552,-22.7791,8,6,346
36346,29.5968,111.802,-4.203130000000001,8,6,349
36384,0.661053,115.531,-18.477999999999998,8,6,351
36394,-13.0881,114.805,-0.449362,8,6,352
36422,-24.3201,113.226,-33.5939,8,6,353
36432,-37.0321,109.82799999999999,-64.3135,8,6,354
36462,-52.5784,102.93700000000001,-60.4424,8,6,355
36470,-65.4966,95.1201,-40.7195,8,6,356
36499,-74.7916,88.291,-29.1499,8,6,357
36517,-83.6974,80.214,-68.949,8,6,358
36557,-107.486,42.6278,-49.3084,8,6,361
36574,-111.88600000000001,29.0838,-33.7134,8,6,362
36629,-117.155,0.964727,12.5908,8,6,365
36644,-112.16799999999999,-25.9314,3.6406300000000003,8,6,366
36719,-87.906,-74.4749,51.9175,8,6,370
36744,-52.3585,-102.271,10.3906,8,6,373
36787,-17.6693,-113.986,38.9347,8,6,376
36836,40.1616,-107.79899999999999,46.4062,8,6,380
36896,83.8213,-79.2264,43.8824,8,6,384
36979,114.975,0.08130599999999999,42.5748,8,6,390
37038,103.42399999999999,50.8776,56.4127,8,6,394
37089,70.1493,91.8316,4.65313,8,6,398
37121,52.5695,102.181,57.0885,8,6,399
37230,-22.1866,113.414,26.4196,8,6,405
37291,-68.2567,94.3673,4.82188,8,6,409
37341,-104.30799999999999,51.7842,45.0898,8,6,413
37381,-115.38600000000001,5.07753,55.3805,8,6,416
37408,-111.805,-28.5888,108.236,8,6,418
37475,-78.9241,-84.6687,136.98,8,6,423
37490,-66.8863,-94.2918,92.4997,8,6,424
37509,-44.0904,-107.061,113.556,8,6,426
37553,-4.03562,-115.8,131.254,8,6,429
37558,10.341,-115.363,110.44,8,6,430
37565,7.86437,-115.866,112.583,8,6,430
37602,56.0728,-102.79899999999999,118.109,8,6,434
37674,105.42399999999999,-49.7202,76.6853,8,6,439
37684,108.31,-39.7917,122.70700000000001,8,6,439
37690,110.12299999999999,-39.8653,75.0522,8,6,440
37797,72.6198,90.9741,81.0069,8,6,450
37835,41.3315,107.863,89.1683,8,6,452
37850,32.383,111.346,119.212,8,6,453
37863,24.7829,114.18799999999999,96.1294,8,6,454
37880,9.56312,116.241,82.1639,8,6,455
37890,-9.57777,115.51799999999999,80.1399,8,6,456
37946,-47.2109,106.324,105.934,8,6,459
38062,-114.64,-11.415,186.606,8,6,469
38082,-110.28200000000001,-34.9164,151.139,8,6,471
38100,-97.1904,-62.1721,191.74099999999999,8,6,473
38129,-72.3314,-90.569,146.306,8,6,476
38178,-7.6045,-115.588,179.19799999999998,8,6,481
38301,115.671,6.3388,142.24200000000002,8,6,495
38316,108.01299999999999,39.71,154.136,8,6,497
38342,92.0212,70.5146,190.06,8,6,500
38403,0.567174,115.027,203.52,8,6,507
38434,-54.0584,101.417,197.74,8,6,511
38510,-107.23899999999999,41.7024,141.583,8,6,517
38524,-109.98700000000001,37.6253,162.741,8,6,518
38594,-88.8979,-74.2074,236.142,8,6,526
38621,-50.1001,-105.314,226.765,8,6,530
38631,-38.1844,-110.398,246.84599999999998,8,6,531
38642,-0.8590450000000001,-115.54700000000001,241.225,8,6,533
38667,24.3165,-113.227,240.48,8,6,535
38704,81.8996,-82.6016,229.47,8,6,540
38724,105.631,-49.0073,257.843,8,6,543
38752,115.758,-3.50505,221.58900000000003,8,6,546
38811,65.4281,95.1356,258.755,8,6,554
38854,-1.9228599999999998,117.073,235.128,8,6,560
38874,-41.6461,107.64399999999999,224.52900000000002,8,6,562
38932,-107.634,42.1172,278.61,8,6,569
38934,-111.23200000000001,33.08,275.149,8,6,570
38978,-110.72200000000001,-33.9857,322.211,8,6,575
39007,-81.1188,-82.3964,301.14799999999997,8,6,579
