start,end
18336,42457
18336,43136
18336,43724
18336,44730
18336,72339
18336,73046
18336,73465
18336,73950
18336,73963
18336,73971
18336,74547
18336,75702
18336,76147
18336,76153
18376,26655
18376,27758
18376,33544
18376,34685
18376,35212
18376,35893
18376,35896
18376,41004
18376,41856
18376,42457
18376,43136
18376,71182
18376,73046
18376,73463
18376,73465
18376,74547
18376,75137
18464,26376
18464,26722
18464,33317
18464,40682
18464,72703
18464,73102
18588,26758
18588,27278
18588,27932
18588,27947
18588,27956
18588,28793
18588,28807
18588,28827
18588,33348
18588,34343
18588,34352
18588,34811
18588,35347
18588,35362
18588,35369
18588,36056
18588,36065
18588,36896
18588,40341
18588,40359
18588,40724
18588,41097
18588,41107
18588,41524
18588,41978
18588,43256
18588,43276
18588,73137
18588,73141
18588,73146
18588,73160
18588,74059
18588,74681
18588,75259
18588,75809
18588,76288
18735,18790
18735,26141
18735,27359
18735,28101
18735,29072
18735,33398
18735,33999
18735,34912
18735,35479
18735,36194
18735,37038
18735,40087
18735,41170
18735,41609
18735,42073
18735,42718
18735,43934
18735,44892
18735,71880
18735,71883
18735,73206
18735,73229
18735,73232
18735,74167
18735,74178
18735,75362
18735,75877
18735,76333
18782,26482
18782,28119
18782,33398
18782,33694
18782,34912
18782,34920
18782,34929
18782,35519
18782,35521
18782,35524
18782,41170
18782,41609
18782,41610
18782,41619
18782,41621
18782,41628
18782,42112
18782,42718
18782,71661
18782,73229
18782,73232
18782,73238
18782,73243
18782,73650
18782,73660
18782,73663
18782,74178
18790,27359
18790,28101
18790,29072
18790,33398
18790,33999
18790,34912
18790,35479
18790,36194
18790,37038
18790,40087
18790,41170
18790,41609
18790,42073
18790,42718
18790,43934
18790,44892
18790,71880
18790,71883
18790,73206
18790,73229
18790,73232
18790,74167
18790,74178
18790,75362
18790,75877
18790,76333
18794,26136
18794,26141
18794,28101
18794,28119
18794,29072
18794,33398
18794,34912
18794,34920
18794,34929
18794,35479
18794,36233
18794,37038
18794,41170
18794,41609
18794,41610
18794,41619
18794,41621
18794,42718
18794,43934
18794,71883
18794,73229
18794,73232
18794,73238
18794,73243
18794,73650
18794,74178
18794,75362
18794,75877
18844,26167
18844,26891
18844,27418
18844,27453
18844,28169
18844,33407
18844,33714
18844,34056
18844,34943
18844,35543
18844,41197
18844,41206
18844,41651
18844,42138
18844,42746
18844,42760
18844,43419
18844,71279
18844,71671
18844,73675
18844,73694
18844,73706
18844,74219
18844,74811
18844,74827
18855,26167
18855,26891
18855,26912
18855,27453
18855,27469
18855,27479
18855,29170
18855,29237
18855,33714
18855,34056
18855,35543
18855,36346
18855,37121
18855,37835
18855,40137
18855,41197
18855,41206
18855,41214
18855,41651
18855,42184
18855,43995
18855,44007
18855,44016
18855,44512
18855,71290
18855,71671
18855,72200
18855,72889
18855,73694
18855,73706
18855,74219
18855,74827
18855,75437
18855,75927
18855,75941
18855,75947
18858,26482
18858,26891
18858,27418
18858,28117
18858,28131
18858,28145
18858,28169
18858,29156
18858,29164
18858,29170
18858,30262
18858,30269
18858,33407
18858,33694
18858,34943
18858,35519
18858,35521
18858,35524
18858,35543
18858,36288
18858,36298
18858,37089
18858,37797
18858,41197
18858,41206
18858,41628
18858,42112
18858,42138
18858,42746
18858,42760
18858,43419
18858,43968
18858,44471
18858,71279
18858,71661
18858,73660
18858,73663
18858,73675
18858,73694
18858,74219
18858,74811
18858,74827
18858,75900
18858,76766
18867,26167
18867,26891
18867,27418
18867,27453
18867,28169
18867,29156
18867,29164
18867,29170
18867,33407
18867,33714
18867,34056
18867,34943
18867,35543
18867,36298
18867,37089
18867,37121
18867,37797
18867,41197
18867,41206
18867,41651
18867,42138
18867,42746
18867,42760
18867,43419
18867,43968
18867,43995
18867,44471
18867,71279
18867,71671
18867,73675
18867,73694
18867,73706
18867,74219
18867,74811
18867,74827
18867,75437
18892,26167
18892,26912
18892,27453
18892,27469
18892,27479
18892,29258
18892,33714
18892,34056
18892,34494
18892,34495
18892,35583
18892,36346
18892,40137
18892,40471
18892,41214
18892,41651
18892,42184
18892,42794
18892,43995
18892,71290
18892,71671
18892,71928
18892,72200
18892,72206
18892,72889
18892,73706
18892,74870
18892,75437
18892,75927
18892,75941
18892,75947
18991,26952
18991,28273
18991,33451
18991,35025
18991,35028
18991,35046
18991,35649
18991,36432
18991,36462
18991,36470
18991,40886
18991,41262
18991,41265
18991,42230
18991,42235
18991,42250
18991,42892
18991,43570
18991,73309
18991,73334
18991,74324
18991,74328
18991,74968
18991,74975
18991,75500
19137,26593
19137,27022
19137,28404
19137,33496
19137,34147
19137,35741
19137,36557
19137,36574
19137,40207
19137,40915
19137,42337
19137,42981
19137,42993
19137,72261
19137,72974
19137,73373
19137,74401
19137,74410
19137,75579
19175,26593
19175,27036
19175,27054
19175,28404
19175,33496
19175,33800
19175,33801
19175,34615
19175,35741
19175,39924
19175,39930
19175,40207
19175,42993
19175,71990
19175,75062
19197,27036
19197,27054
19197,27664
19197,27676
19197,29623
19197,29653
19197,29660
19197,33800
19197,33801
19197,34615
19197,34620
19197,34637
19197,36644
19197,37408
19197,38062
19197,38082
19197,39930
19197,40948
19197,40950
19197,43034
19197,44191
19197,44207
19197,44684
19197,45102
19197,72000
19197,72626
19197,72642
19197,74435
19197,74461
19197,75086
19197,75621
19197,75640
19197,75652
19272,27036
19272,27054
19272,27664
19272,27676
19272,29623
19272,29653
19272,29660
19272,33800
19272,33801
19272,34615
19272,34620
19272,34637
19272,36644
19272,37408
19272,38062
19272,38082
19272,39930
19272,40948
19272,40950
19272,43034
19272,44191
19272,44207
19272,44684
19272,45102
19272,72000
19272,72626
19272,72642
19272,74435
19272,74461
19272,75086
19272,75621
19272,75640
19272,75652
19292,27036
19292,27054
19292,27676
19292,29623
19292,30679
19292,30692
19292,33800
19292,33801
19292,34615
19292,34620
19292,36629
19292,36644
19292,37381
19292,38062
19292,39344
19292,39924
19292,39930
19292,40948
19292,43034
19292,43650
19292,44191
19292,44662
19292,45102
19292,71990
19292,72000
19292,72626
19292,74435
19292,75062
19292,75621
19292,75640
19292,76917
19298,27664
19298,27676
19298,29653
19298,29660
19298,29697
19298,30710
19298,34620
19298,34637
19298,35804
19298,36644
19298,37408
19298,38082
19298,38584
19298,38978
19298,40948
19298,40950
19298,42404
19298,43034
19298,44191
19298,44207
19298,44210
19298,44684
19298,71529
19298,72000
19298,72626
19298,72641
19298,72642
19298,74435
19298,74461
19298,75086
19298,75640
19298,75652
19298,76125
19298,77491
19449,26310
19449,27094
19449,27694
19449,28514
19449,29697
19449,29731
19449,33276
19449,33841
19449,34213
19449,34651
19449,34652
19449,35804
19449,36719
19449,38100
19449,38584
19449,40256
19449,40978
19449,42404
19449,44210
19449,71529
19449,72641
19449,72649
19449,72663
19449,76125
19493,27758
19493,28567
19493,28606
19493,28612
19493,28617
19493,29756
19493,29769
19493,29789
19493,30784
19493,31539
19493,33544
19493,34685
19493,35212
19493,35232
19493,35893
19493,35896
19493,36744
19493,37490
19493,37509
19493,38129
19493,38621
19493,39021
19493,40287
19493,41004
19493,41856
19493,41872
19493,41877
19493,42457
19493,43136
19493,43724
19493,44730
19493,45150
19493,45496
19493,45775
19493,72339
19493,73046
19493,73465
19493,73950
19493,73963
19493,73971
19493,74547
19493,75702
19493,76147
19493,76153
19493,76972
19493,77259
19493,77526
19501,27758
19501,28567
19501,28606
19501,28612
19501,28617
19501,29756
19501,29769
19501,29789
19501,30784
19501,33544
19501,34685
19501,35212
19501,35232
19501,35893
19501,35896
19501,36744
19501,37490
19501,37509
19501,38129
19501,38621
19501,39021
19501,40287
19501,41004
19501,41856
19501,41872
19501,41877
19501,42457
19501,43136
19501,43724
19501,44730
19501,45150
19501,45496
19501,45775
19501,72339
19501,73046
19501,73465
19501,73950
19501,73963
19501,73971
19501,74547
19501,75702
19501,76147
19501,76153
19501,76972
19501,77259
19501,77526
19539,27797
19539,28567
19539,28606
19539,28612
19539,28617
19539,28619
19539,28638
19539,29769
19539,29789
19539,33544
19539,34721
19539,35232
19539,35893
19539,35896
19539,35935
19539,36744
19539,37509
19539,38621
19539,40287
19539,41026
19539,41872
19539,41877
19539,42457
19539,42472
19539,42477
19539,42482
19539,42487
19539,43136
19539,43724
19539,44264
19539,45150
19539,45496
19539,45502
19539,71366
19539,72339
19539,73046
19539,73482
19539,73950
19539,73963
19539,73971
19539,74547
19539,74566
19539,75165
19539,75702
19539,76182
19539,76972
19539,76973
19539,77259
19539,77526
19564,26655
19564,27758
19564,28531
19564,28567
19564,28606
19564,28617
19564,29756
19564,30784
19564,30794
19564,33544
19564,34685
19564,35212
19564,35893
19564,35896
19564,37475
19564,37490
19564,38129
19564,41004
19564,41856
19564,42457
19564,43136
19564,43706
19564,43724
19564,44242
19564,44730
19564,45129
19564,45496
19564,71182
19564,73046
19564,73463
19564,73465
19564,74547
19564,75137
19564,75702
19564,76147
19564,76153
19564,76963
19564,77259
19564,77526
19565,27758
19565,28567
19565,28606
19565,28612
19565,28617
19565,29756
19565,29769
19565,29789
19565,30784
19565,31532
19565,31539
19565,33544
19565,34685
19565,35212
19565,35232
19565,35893
19565,35896
19565,36744
19565,37490
19565,37509
19565,38129
19565,38621
19565,39021
19565,40287
19565,41004
19565,41856
19565,41872
19565,41877
19565,42457
19565,43136
19565,43724
19565,44730
19565,45150
19565,45496
19565,45775
19565,72339
19565,73046
19565,73465
19565,73950
19565,73963
19565,73971
19565,74547
19565,75702
19565,76147
19565,76153
19565,76972
19565,77259
19565,77526
19565,78004
19565,78006
19605,27187
19605,27797
19605,28612
19605,28619
19605,28638
19605,28661
19605,29769
19605,29789
19605,31539
19605,31555
19605,34721
19605,35232
19605,35919
19605,35929
19605,35935
19605,36744
19605,36787
19605,37509
19605,38621
19605,38631
19605,40287
19605,41026
19605,41461
19605,41872
19605,41877
19605,42472
19605,42477
19605,42482
19605,42487
19605,42490
19605,42494
19605,43158
19605,44264
19605,45150
19605,45502
19605,71366
19605,72339
19605,72693
19605,73073
19605,73482
19605,73950
19605,73963
19605,73971
19605,73976
19605,74566
19605,75165
19605,76182
19605,76633
19605,76972
19605,76973
19623,26722
19623,27187
19623,27830
19623,27831
19623,28661
19623,28664
19623,29851
19623,33317
19623,34734
19623,35267
19623,35919
19623,35929
19623,35957
19623,36787
19623,37553
19623,37558
19623,37565
19623,38178
19623,40009
19623,40663
19623,41461
19623,42490
19623,42494
19623,42507
19623,43158
19623,43779
19623,44299
19623,44301
19623,44303
19623,44761
19623,72693
19623,72703
19623,73073
19623,73491
19623,73976
19623,75748
19623,76210
19623,76633
19623,76989
19631,27187
19631,27830
19631,27831
19631,28661
19631,28664
19631,29851
19631,29887
19631,30851
19631,30864
19631,30874
19631,31583
19631,34734
19631,35267
19631,35919
19631,35929
19631,35957
19631,36787
19631,37553
19631,37558
19631,37565
19631,38178
19631,38642
19631,40009
19631,40663
19631,41461
19631,42490
19631,42494
19631,42507
19631,43158
19631,43779
19631,44299
19631,44301
19631,44303
19631,44761
19631,45517
19631,72693
19631,72703
19631,73073
19631,73491
19631,73976
19631,75748
19631,76210
19631,76633
19631,76989
19631,77817
19690,26722
19690,27187
19690,27830
19690,27831
19690,28661
19690,28664
19690,29851
19690,29887
19690,30851
19690,30864
19690,30874
19690,33317
19690,34734
19690,35267
19690,35919
19690,35929
19690,35957
19690,36787
19690,37553
19690,37558
19690,37565
19690,38178
19690,38642
19690,40009
19690,40663
19690,41461
19690,42490
19690,42494
19690,42507
19690,43158
19690,43779
19690,44299
19690,44301
19690,44303
19690,44761
19690,45517
19690,72693
19690,72703
19690,73073
19690,73491
19690,73976
19690,75748
19690,76210
19690,76633
19690,76989
19692,27187
19692,27797
19692,27830
19692,27831
19692,28619
19692,28638
19692,28661
19692,28664
19692,29851
19692,30851
19692,30864
19692,31555
19692,34721
19692,34734
19692,35267
19692,35919
19692,35929
19692,35935
19692,35957
19692,36787
19692,37553
19692,38178
19692,38631
19692,38642
19692,39404
19692,40009
19692,40663
19692,41026
19692,41461
19692,42472
19692,42477
19692,42482
19692,42487
19692,42490
19692,42494
19692,43158
19692,44264
19692,44761
19692,45502
19692,45517
19692,71366
19692,72693
19692,73073
19692,73482
19692,73491
19692,73976
19692,74566
19692,75165
19692,76182
19692,76633
19692,76973
19692,76989
19692,77817
19692,78199
19710,27187
19710,27797
19710,28612
19710,28619
19710,28638
19710,28661
19710,29769
19710,29789
19710,31539
19710,31555
19710,34721
19710,35232
19710,35919
19710,35929
19710,35935
19710,36744
19710,36787
19710,37509
19710,38621
19710,38631
19710,40287
19710,41026
19710,41461
19710,41872
19710,41877
19710,42472
19710,42477
19710,42482
19710,42487
19710,42490
19710,42494
19710,43158
19710,44264
19710,45150
19710,45502
19710,71366
19710,72339
19710,72693
19710,73073
19710,73482
19710,73950
19710,73963
19710,73971
19710,73976
19710,74566
19710,75165
19710,76182
19710,76633
19710,76972
19710,76973
19752,27857
19752,29901
19752,34778
19752,36033
19752,36836
19752,37602
19752,40682
19752,40691
19752,43205
19752,43801
19752,44333
19752,44796
19752,45221
19752,75229
19752,75764
19752,76236
19752,77017
19752,77020
19888,27278
19888,27932
19888,27947
19888,27956
19888,28793
19888,28807
19888,28827
19888,29982
19888,31652
19888,33348
19888,34343
19888,34352
19888,34811
19888,35347
19888,35362
19888,36056
19888,36065
19888,36896
19888,38704
19888,40341
19888,40724
19888,41097
19888,41510
19888,41524
19888,41978
19888,43239
19888,43256
19888,43276
19888,45226
19888,72085
19888,73130
19888,73137
19888,73141
19888,73146
19888,73160
19888,74059
19888,75259
19888,77031
19888,77310
19888,78047
19891,27278
19891,27932
19891,27947
19891,27956
19891,28793
19891,28807
19891,28827
19891,29982
19891,33348
19891,34343
19891,34352
19891,34811
19891,35347
19891,35362
19891,36056
19891,36065
19891,36896
19891,38704
19891,40341
19891,40724
19891,41097
19891,41510
19891,41524
19891,41978
19891,43239
19891,43256
19891,43276
19891,45226
19891,72085
19891,73130
19891,73137
19891,73141
19891,73146
19891,73160
19891,74059
19891,75259
19891,77031
19891,77310
19910,26758
19910,27278
19910,27932
19910,27947
19910,27956
19910,28793
19910,28807
19910,28827
19910,29982
19910,33348
19910,34343
19910,34352
19910,34811
19910,35347
19910,35362
19910,36056
19910,36065
19910,36896
19910,38704
19910,40341
19910,40724
19910,41097
19910,41510
19910,41524
19910,41978
19910,43239
19910,43256
19910,43276
19910,45226
19910,72085
19910,73130
19910,73137
19910,73141
19910,73146
19910,73160
19910,74059
19910,75259
19910,77031
19910,77310
19934,26758
19934,27278
19934,27932
19934,27947
19934,27956
19934,28793
19934,28807
19934,28827
19934,29982
19934,33348
19934,34343
19934,34352
19934,34811
19934,35347
19934,35362
19934,36056
19934,36065
19934,36896
19934,40341
19934,40724
19934,41097
19934,41510
19934,41524
19934,41978
19934,43239
19934,43256
19934,43276
19934,45226
19934,72085
19934,73130
19934,73137
19934,73141
19934,73146
19934,73160
19934,74059
19934,75259
19934,77031
19934,77310
19962,26758
19962,27278
19962,27932
19962,27947
19962,27956
19962,28793
19962,28807
19962,28827
19962,29982
19962,33348
19962,34343
19962,34352
19962,34811
19962,35347
19962,35362
19962,36056
19962,36065
19962,36896
19962,40341
19962,40724
19962,41097
19962,41510
19962,41524
19962,41978
19962,43239
19962,43256
19962,43276
19962,45226
19962,72085
19962,73130
19962,73137
19962,73141
19962,73146
19962,73160
19962,74059
19962,75259
19962,77031
19962,77310
19968,27278
19968,27932
19968,27947
19968,27956
19968,28793
19968,28807
19968,29982
19968,30942
19968,31652
19968,33348
19968,34343
19968,34352
19968,34811
19968,35347
19968,36033
19968,36056
19968,36896
19968,37602
19968,38704
19968,40341
19968,40724
19968,41097
19968,41510
19968,41978
19968,43239
19968,44796
19968,45221
19968,45226
19968,72085
19968,73130
19968,73146
19968,74059
19968,77017
19968,77020
19968,77031
19968,77310
19968,78047
20038,27983
20038,28013
20038,28885
20038,28899
20038,30045
20038,30075
20038,31021
20038,35369
20038,35390
20038,36106
20038,36120
20038,37674
20038,37684
20038,37690
20038,38724
20038,40359
20038,41107
20038,41541
20038,42605
20038,42617
20038,42624
20038,43881
20038,43885
20038,44388
20038,45557
20038,71246
20038,72439
20038,73584
20038,74094
20038,74681
20038,74695
20038,75809
20038,76288
20038,77052
20038,77329
20068,27983
20068,28013
20068,28885
20068,28899
20068,30045
20068,30075
20068,31021
20068,31672
20068,35369
20068,35390
20068,36106
20068,36120
20068,37674
20068,37684
20068,37690
20068,38724
20068,40359
20068,41107
20068,41541
20068,42605
20068,42617
20068,42624
20068,43881
20068,43885
20068,44388
20068,45557
20068,71246
20068,72439
20068,73584
20068,74094
20068,74681
20068,74695
20068,75809
20068,76288
20068,77052
20068,77329
20068,78063
20146,28044
20146,28969
20146,28975
20146,30108
20146,31680
20146,34866
20146,35416
20146,36152
20146,36163
20146,38752
20146,39141
20146,40765
20146,42663
20146,44860
20146,45266
20146,45877
20146,72807
20146,74112
20146,74727
20146,76320
20170,28044
20170,28969
20170,28975
20170,30108
20170,34866
20170,35416
20170,36152
20170,36163
20170,40765
20170,42663
20170,44860
20170,45266
20170,72807
20170,74112
20170,74727
20170,76320
20231,27983
20231,28013
20231,28885
20231,28899
20231,28969
20231,30045
20231,30075
20231,31021
20231,31672
20231,31680
20231,35390
20231,35416
20231,36106
20231,36120
20231,36152
20231,37674
20231,37684
20231,37690
20231,38724
20231,41541
20231,42605
20231,42617
20231,42624
20231,43881
20231,43885
20231,44388
20231,44860
20231,45557
20231,71246
20231,72439
20231,72807
20231,73584
20231,74094
20231,74112
20231,74695
20231,74727
20231,77052
20231,77329
20231,78063
20322,27359
20322,28101
20322,29072
20322,30184
20322,31099
20322,31120
20322,33398
20322,33999
20322,34912
20322,35479
20322,36194
20322,37038
20322,38316
20322,40087
20322,41170
20322,41609
20322,42073
20322,42718
20322,43934
20322,44892
20322,45917
20322,71880
20322,71883
20322,73206
20322,73229
20322,73232
20322,74167
20322,74178
20322,75362
20322,75877
20322,76333
20322,77368
20322,77642
20322,77644
20336,27359
20336,28046
20336,28052
20336,28978
20336,29020
20336,31056
20336,31066
20336,31099
20336,33381
20336,33999
20336,34879
20336,35458
20336,36180
20336,36194
20336,36979
20336,38301
20336,38316
20336,40087
20336,41147
20336,41585
20336,42073
20336,42660
20336,43342
20336,44870
20336,44892
20336,71880
20336,72818
20336,73198
20336,73206
20336,74167
20336,74730
20336,75324
20336,76333
20336,77618
20336,77626
20355,28046
20355,28052
20355,28978
20355,29020
20355,31056
20355,33381
20355,34879
20355,35458
20355,36180
20355,36979
20355,38301
20355,41147
20355,41585
20355,42660
20355,43342
20355,44870
20355,72818
20355,73198
20355,74730
20355,75324
20355,77618
20355,77626
20359,27359
20359,28046
20359,28052
20359,28978
20359,29020
20359,31056
20359,31099
20359,33381
20359,33999
20359,34879
20359,35458
20359,36180
20359,36194
20359,36979
20359,38301
20359,38316
20359,40087
20359,41147
20359,41585
20359,42073
20359,42660
20359,43342
20359,44870
20359,44892
20359,71880
20359,72818
20359,73198
20359,73206
20359,74167
20359,74730
20359,75324
20359,76333
20359,77618
20359,77626
20417,27418
20417,28117
20417,28119
20417,28131
20417,28145
20417,28169
20417,29156
20417,29164
20417,30262
20417,30269
20417,30270
20417,33407
20417,33694
20417,34920
20417,34929
20417,34943
20417,35519
20417,35521
20417,35524
20417,36233
20417,36288
20417,36298
20417,37089
20417,37797
20417,38342
20417,41610
20417,41619
20417,41621
20417,41628
20417,42112
20417,42138
20417,42746
20417,42760
20417,43419
20417,43968
20417,44471
20417,45307
20417,45630
20417,71279
20417,71661
20417,73238
20417,73243
20417,73650
20417,73660
20417,73663
20417,73675
20417,74811
20417,75900
20417,76766
20417,77092
20417,77373
20434,28101
20434,28119
20434,29072
20434,30184
20434,33398
20434,34912
20434,34920
20434,34929
20434,35479
20434,36233
20434,37038
20434,38342
20434,41170
20434,41609
20434,41610
20434,41619
20434,41621
20434,42718
20434,43934
20434,45307
20434,45917
20434,71883
20434,73229
20434,73232
20434,73238
20434,73243
20434,73650
20434,74178
20434,75362
20434,75877
20434,77092
20434,77368
20434,77642
20434,77644
20439,28101
20439,28117
20439,28119
20439,28131
20439,28145
20439,30262
20439,31120
20439,33694
20439,34912
20439,34920
20439,34929
20439,35519
20439,35521
20439,35524
20439,36233
20439,36288
20439,38342
20439,39187
20439,39190
20439,39536
20439,41170
20439,41609
20439,41610
20439,41619
20439,41621
20439,41628
20439,42112
20439,42718
20439,45307
20439,45917
20439,71661
20439,73229
20439,73232
20439,73238
20439,73243
20439,73650
20439,73660
20439,73663
20439,74178
20439,75877
20439,75900
20439,76766
20439,77092
20439,77368
20439,77373
20439,77642
20439,77644
20439,77896
20450,27418
20450,28117
20450,28119
20450,28131
20450,28145
20450,28169
20450,29156
20450,29164
20450,30262
20450,30269
20450,30270
20450,33407
20450,33694
20450,34920
20450,34929
20450,34943
20450,35519
20450,35521
20450,35524
20450,36233
20450,36288
20450,36298
20450,37089
20450,37797
20450,38342
20450,41610
20450,41619
20450,41621
20450,41628
20450,42112
20450,42138
20450,42746
20450,42760
20450,43419
20450,43968
20450,44471
20450,45307
20450,45630
20450,71279
20450,71661
20450,73238
20450,73243
20450,73650
20450,73660
20450,73663
20450,73675
20450,74811
20450,75900
20450,76766
20450,77092
20450,77373
20492,27418
20492,28117
20492,28119
20492,28131
20492,28145
20492,28169
20492,29156
20492,29164
20492,30262
20492,30269
20492,30270
20492,33407
20492,33694
20492,34920
20492,34929
20492,34943
20492,35519
20492,35521
20492,35524
20492,36233
20492,36288
20492,36298
20492,37089
20492,37797
20492,38342
20492,41610
20492,41619
20492,41621
20492,41628
20492,42112
20492,42138
20492,42746
20492,42760
20492,43419
20492,43968
20492,44471
20492,45307
20492,45630
20492,45928
20492,71279
20492,71661
20492,73238
20492,73243
20492,73650
20492,73660
20492,73663
20492,73675
20492,74811
20492,75900
20492,76766
20492,77092
20492,77373
20493,28101
20493,28117
20493,28119
20493,28131
20493,28145
20493,30262
20493,33398
20493,33694
20493,34912
20493,34920
20493,34929
20493,35519
20493,35521
20493,35524
20493,36233
20493,36288
20493,38342
20493,41170
20493,41609
20493,41610
20493,41619
20493,41621
20493,41628
20493,42112
20493,42718
20493,45307
20493,71661
20493,73229
20493,73232
20493,73238
20493,73243
20493,73650
20493,73660
20493,73663
20493,74178
20493,75877
20493,75900
20493,76766
20493,77092
20493,77368
20493,77373
20493,77644
20513,27418
20513,28117
20513,28119
20513,28131
20513,28145
20513,28169
20513,29156
20513,29164
20513,30262
20513,30269
20513,30270
20513,33407
20513,33694
20513,34920
20513,34929
20513,34943
20513,35519
20513,35521
20513,35524
20513,36233
20513,36288
20513,36298
20513,37089
20513,37797
20513,38342
20513,41610
20513,41619
20513,41621
20513,41628
20513,42112
20513,42138
20513,42746
20513,42760
20513,43419
20513,43968
20513,44471
20513,45307
20513,45630
20513,71279
20513,71661
20513,73238
20513,73243
20513,73650
20513,73660
20513,73663
20513,73675
20513,74811
20513,75900
20513,76766
20513,77092
20513,77373
20555,27418
20555,28117
20555,28131
20555,28145
20555,28169
20555,29156
20555,29164
20555,29170
20555,30262
20555,30269
20555,30270
20555,30304
20555,33407
20555,33694
20555,34943
20555,35519
20555,35521
20555,35524
20555,35543
20555,36288
20555,36298
20555,37089
20555,37797
20555,38811
20555,38828
20555,41197
20555,41206
20555,41628
20555,42112
20555,42138
20555,42746
20555,42760
20555,43419
20555,43968
20555,44471
20555,45630
20555,45928
20555,71279
20555,71661
20555,73660
20555,73663
20555,73675
20555,73694
20555,74219
20555,74811
20555,74827
20555,75900
20555,76766
20555,77373
20555,77896
20577,27418
20577,27453
20577,28169
20577,29156
20577,29164
20577,29170
20577,30269
20577,30270
20577,30304
20577,30319
20577,33407
20577,33714
20577,34056
20577,34943
20577,35543
20577,36298
20577,37089
20577,37121
20577,37797
20577,37835
20577,38811
20577,38828
20577,38832
20577,41197
20577,41206
20577,41651
20577,42138
20577,42746
20577,42760
20577,43419
20577,43968
20577,43995
20577,44471
20577,45630
20577,45928
20577,71279
20577,71671
20577,73675
20577,73694
20577,73706
20577,74219
20577,74811
20577,74827
20577,75437
20602,27418
20602,28117
20602,28131
20602,28145
20602,28169
20602,29156
20602,29164
20602,29170
20602,30262
20602,30269
20602,30270
20602,30304
20602,31811
20602,33694
20602,34943
20602,35519
20602,35521
20602,35524
20602,35543
20602,36288
20602,36298
20602,37089
20602,37797
20602,38811
20602,38828
20602,39536
20602,41197
20602,41206
20602,41628
20602,42112
20602,42138
20602,42746
20602,42760
20602,43419
20602,43968
20602,44471
20602,45630
20602,45928
20602,71279
20602,71661
20602,73660
20602,73663
20602,73675
20602,73694
20602,74219
20602,74811
20602,74827
20602,75900
20602,76766
20602,77373
20602,77896
20715,26922
20715,28248
20715,29256
20715,29258
20715,30346
20715,30376
20715,30400
20715,30435
